era,trigger,eta_r9_bin,pt_lo,pt_hi,eff_cms,err_cms,status_pass_cms,status_fail_cms,eff_exp,err_exp,status_pass_exp,status_fail_exp,bkg_syst,total_unc,plot_cms,plot_exp
postBpix,unseed,EE_R9_0p90to0p93,21.0,25.0,0.88,0.0148,0,0,0.8813,0.0135,4,0,0.0013,0.014857,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/postBPix/unseeded/EE_R9_0p90to0p93/sig_bwDscb_bkg_RooCMSShape/bin01_ph_sc_abseta_1p57To2p50_ph_sc_et_21p00To25p00.png,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/postBPix/unseeded/EE_R9_0p90to0p93/sig_bwDscb_bkg_Exponential/bin01_ph_sc_abseta_1p57To2p50_ph_sc_et_21p00To25p00.png
postBpix,unseed,EE_R9_0p90to0p93,25.0,28.0,0.92,0.0183,4,0,0.8957,0.005,0,0,0.0243,0.03042,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/postBPix/unseeded/EE_R9_0p90to0p93/sig_bwDscb_bkg_RooCMSShape/bin02_ph_sc_abseta_1p57To2p50_ph_sc_et_25p00To28p00.png,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/postBPix/unseeded/EE_R9_0p90to0p93/sig_bwDscb_bkg_Exponential/bin02_ph_sc_abseta_1p57To2p50_ph_sc_et_25p00To28p00.png
postBpix,unseed,EE_R9_0p90to0p93,28.0,31.0,0.9341,0.0159,4,4,0.9149,0.0039,4,0,0.0192,0.024929,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/postBPix/unseeded/EE_R9_0p90to0p93/sig_bwDscb_bkg_RooCMSShape/bin03_ph_sc_abseta_1p57To2p50_ph_sc_et_28p00To31p00.png,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/postBPix/unseeded/EE_R9_0p90to0p93/sig_bwDscb_bkg_Exponential/bin03_ph_sc_abseta_1p57To2p50_ph_sc_et_28p00To31p00.png
postBpix,unseed,EE_R9_0p90to0p93,31.0,35.0,0.9386,0.0026,4,4,0.9378,0.0025,4,0,0.0008,0.00272,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/postBPix/unseeded/EE_R9_0p90to0p93/sig_bwDscb_bkg_RooCMSShape/bin04_ph_sc_abseta_1p57To2p50_ph_sc_et_31p00To35p00.png,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/postBPix/unseeded/EE_R9_0p90to0p93/sig_bwDscb_bkg_Exponential/bin04_ph_sc_abseta_1p57To2p50_ph_sc_et_31p00To35p00.png
postBpix,unseed,EE_R9_0p90to0p93,35.0,40.0,0.9577,0.0044,0,0,0.9567,0.0016,0,0,0.001,0.004512,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/postBPix/unseeded/EE_R9_0p90to0p93/sig_bwDscb_bkg_RooCMSShape/bin05_ph_sc_abseta_1p57To2p50_ph_sc_et_35p00To40p00.png,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/postBPix/unseeded/EE_R9_0p90to0p93/sig_bwDscb_bkg_Exponential/bin05_ph_sc_abseta_1p57To2p50_ph_sc_et_35p00To40p00.png
postBpix,unseed,EE_R9_0p90to0p93,40.0,45.0,0.9678,0.0014,0,0,0.9673,0.0002,0,0,0.0005,0.001487,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/postBPix/unseeded/EE_R9_0p90to0p93/sig_bwDscb_bkg_RooCMSShape/bin06_ph_sc_abseta_1p57To2p50_ph_sc_et_40p00To45p00.png,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/postBPix/unseeded/EE_R9_0p90to0p93/sig_bwDscb_bkg_Exponential/bin06_ph_sc_abseta_1p57To2p50_ph_sc_et_40p00To45p00.png
postBpix,unseed,EE_R9_0p90to0p93,45.0,50.0,0.9731,0.0018,0,0,0.9727,0.001,0,0,0.0004,0.001844,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/postBPix/unseeded/EE_R9_0p90to0p93/sig_bwDscb_bkg_RooCMSShape/bin07_ph_sc_abseta_1p57To2p50_ph_sc_et_45p00To50p00.png,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/postBPix/unseeded/EE_R9_0p90to0p93/sig_bwDscb_bkg_Exponential/bin07_ph_sc_abseta_1p57To2p50_ph_sc_et_45p00To50p00.png
postBpix,unseed,EE_R9_0p90to0p93,50.0,60.0,0.9728,0.0029,0,4,0.9727,0.0028,4,0,0.0001,0.002902,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/postBPix/unseeded/EE_R9_0p90to0p93/sig_bwDscb_bkg_RooCMSShape/bin08_ph_sc_abseta_1p57To2p50_ph_sc_et_50p00To60p00.png,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/postBPix/unseeded/EE_R9_0p90to0p93/sig_bwDscb_bkg_Exponential/bin08_ph_sc_abseta_1p57To2p50_ph_sc_et_50p00To60p00.png
postBpix,unseed,EE_R9_0p90to0p93,60.0,70.0,0.9774,0.005,4,0,0.9786,0.0043,4,0,0.0012,0.005142,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/postBPix/unseeded/EE_R9_0p90to0p93/sig_bwDscb_bkg_RooCMSShape/bin09_ph_sc_abseta_1p57To2p50_ph_sc_et_60p00To70p00.png,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/postBPix/unseeded/EE_R9_0p90to0p93/sig_bwDscb_bkg_Exponential/bin09_ph_sc_abseta_1p57To2p50_ph_sc_et_60p00To70p00.png
postBpix,unseed,EE_R9_0p90to0p93,70.0,90.0,0.9754,0.0056,0,0,0.9763,0.0064,0,0,0.0009,0.005672,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/postBPix/unseeded/EE_R9_0p90to0p93/sig_bwDscb_bkg_RooCMSShape/bin10_ph_sc_abseta_1p57To2p50_ph_sc_et_70p00To90p00.png,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/postBPix/unseeded/EE_R9_0p90to0p93/sig_bwDscb_bkg_Exponential/bin10_ph_sc_abseta_1p57To2p50_ph_sc_et_70p00To90p00.png
postBpix,unseed,EE_R9_0p90to0p93,90.0,999999.0,0.9871,0.0037,0,0,0.9876,0.0038,0,0,0.0005,0.003734,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/postBPix/unseeded/EE_R9_0p90to0p93/sig_bwDscb_bkg_RooCMSShape/bin11_ph_sc_abseta_1p57To2p50_ph_sc_et_90p00To999999p00.png,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/postBPix/unseeded/EE_R9_0p90to0p93/sig_bwDscb_bkg_Exponential/bin11_ph_sc_abseta_1p57To2p50_ph_sc_et_90p00To999999p00.png
postBpix,unseed,EE_R9gt0p93,0.0,21.0,0.7278,0.0168,0,4,0.746,0.035,4,0,0.0182,0.024769,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/postBPix/unseeded/EE_R9gt0p93/sig_bwDscb_bkg_RooCMSShape/bin00_ph_sc_abseta_1p57To2p50_ph_sc_et_0p00To21p00.png,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/postBPix/unseeded/EE_R9gt0p93/sig_bwDscb_bkg_Exponential/bin00_ph_sc_abseta_1p57To2p50_ph_sc_et_0p00To21p00.png
postBpix,unseed,EE_R9gt0p93,21.0,25.0,0.9027,0.002,4,4,0.8903,0.0206,4,4,0.0124,0.01256,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/postBPix/unseeded/EE_R9gt0p93/sig_bwDscb_bkg_RooCMSShape/bin01_ph_sc_abseta_1p57To2p50_ph_sc_et_21p00To25p00.png,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/postBPix/unseeded/EE_R9gt0p93/sig_bwDscb_bkg_Exponential/bin01_ph_sc_abseta_1p57To2p50_ph_sc_et_21p00To25p00.png
postBpix,unseed,EE_R9gt0p93,25.0,28.0,0.9341,0.0059,4,0,0.9246,0.0065,0,0,0.0095,0.011183,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/postBPix/unseeded/EE_R9gt0p93/sig_bwDscb_bkg_RooCMSShape/bin02_ph_sc_abseta_1p57To2p50_ph_sc_et_25p00To28p00.png,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/postBPix/unseeded/EE_R9gt0p93/sig_bwDscb_bkg_Exponential/bin02_ph_sc_abseta_1p57To2p50_ph_sc_et_25p00To28p00.png
postBpix,unseed,EE_R9gt0p93,28.0,31.0,0.9661,0.001,4,0,0.9432,0.001,0,4,0.0229,0.022922,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/postBPix/unseeded/EE_R9gt0p93/sig_bwDscb_bkg_RooCMSShape/bin03_ph_sc_abseta_1p57To2p50_ph_sc_et_28p00To31p00.png,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/postBPix/unseeded/EE_R9gt0p93/sig_bwDscb_bkg_Exponential/bin03_ph_sc_abseta_1p57To2p50_ph_sc_et_28p00To31p00.png
postBpix,unseed,EE_R9gt0p93,31.0,35.0,0.9701,0.0021,0,0,0.9614,0.0003,0,0,0.0087,0.00895,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/postBPix/unseeded/EE_R9gt0p93/sig_bwDscb_bkg_RooCMSShape/bin04_ph_sc_abseta_1p57To2p50_ph_sc_et_31p00To35p00.png,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/postBPix/unseeded/EE_R9gt0p93/sig_bwDscb_bkg_Exponential/bin04_ph_sc_abseta_1p57To2p50_ph_sc_et_31p00To35p00.png
postBpix,unseed,EE_R9gt0p93,35.0,40.0,0.9732,0.0008,4,0,0.973,0.0004,4,4,0.0002,0.000825,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/postBPix/unseeded/EE_R9gt0p93/sig_bwDscb_bkg_RooCMSShape/bin05_ph_sc_abseta_1p57To2p50_ph_sc_et_35p00To40p00.png,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/postBPix/unseeded/EE_R9gt0p93/sig_bwDscb_bkg_Exponential/bin05_ph_sc_abseta_1p57To2p50_ph_sc_et_35p00To40p00.png
postBpix,unseed,EE_R9gt0p93,40.0,45.0,0.9816,0.0008,0,0,0.9815,0.0004,0,0,0.0001,0.000806,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/postBPix/unseeded/EE_R9gt0p93/sig_bwDscb_bkg_RooCMSShape/bin06_ph_sc_abseta_1p57To2p50_ph_sc_et_40p00To45p00.png,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/postBPix/unseeded/EE_R9gt0p93/sig_bwDscb_bkg_Exponential/bin06_ph_sc_abseta_1p57To2p50_ph_sc_et_40p00To45p00.png
postBpix,unseed,EE_R9gt0p93,45.0,50.0,0.9846,0.0004,0,4,0.9845,0.0005,4,0,0.0001,0.000412,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/postBPix/unseeded/EE_R9gt0p93/sig_bwDscb_bkg_RooCMSShape/bin07_ph_sc_abseta_1p57To2p50_ph_sc_et_45p00To50p00.png,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/postBPix/unseeded/EE_R9gt0p93/sig_bwDscb_bkg_Exponential/bin07_ph_sc_abseta_1p57To2p50_ph_sc_et_45p00To50p00.png
postBpix,unseed,EE_R9gt0p93,50.0,60.0,0.9852,0.003,0,4,0.9879,0.0009,4,0,0.0027,0.004036,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/postBPix/unseeded/EE_R9gt0p93/sig_bwDscb_bkg_RooCMSShape/bin08_ph_sc_abseta_1p57To2p50_ph_sc_et_50p00To60p00.png,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/postBPix/unseeded/EE_R9gt0p93/sig_bwDscb_bkg_Exponential/bin08_ph_sc_abseta_1p57To2p50_ph_sc_et_50p00To60p00.png
postBpix,unseed,EE_R9gt0p93,60.0,70.0,0.9912,0.0022,4,0,0.99,0.0019,0,0,0.0012,0.002506,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/postBPix/unseeded/EE_R9gt0p93/sig_bwDscb_bkg_RooCMSShape/bin09_ph_sc_abseta_1p57To2p50_ph_sc_et_60p00To70p00.png,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/postBPix/unseeded/EE_R9gt0p93/sig_bwDscb_bkg_Exponential/bin09_ph_sc_abseta_1p57To2p50_ph_sc_et_60p00To70p00.png
postBpix,unseed,EE_R9gt0p93,70.0,90.0,0.9905,0.0014,4,0,0.9908,0.0013,0,0,0.0003,0.001432,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/postBPix/unseeded/EE_R9gt0p93/sig_bwDscb_bkg_RooCMSShape/bin10_ph_sc_abseta_1p57To2p50_ph_sc_et_70p00To90p00.png,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/postBPix/unseeded/EE_R9gt0p93/sig_bwDscb_bkg_Exponential/bin10_ph_sc_abseta_1p57To2p50_ph_sc_et_70p00To90p00.png
postBpix,unseed,EE_R9gt0p93,90.0,999999.0,0.9944,0.0015,4,0,0.9938,0.0011,0,0,0.0006,0.001616,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/postBPix/unseeded/EE_R9gt0p93/sig_bwDscb_bkg_RooCMSShape/bin11_ph_sc_abseta_1p57To2p50_ph_sc_et_90p00To999999p00.png,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/postBPix/unseeded/EE_R9gt0p93/sig_bwDscb_bkg_Exponential/bin11_ph_sc_abseta_1p57To2p50_ph_sc_et_90p00To999999p00.png
preBpix,seed,EB_R9_0p50to0p55,0.0,35.0,0.8362,0.0188,0,0,0.8229,0.0025,4,0,0.0133,0.023029,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/seeded/EB_R9_0p50to0p55/sig_bwDscb_bkg_RooCMSShape/bin00_ph_sc_abseta_0p00To1p48_ph_sc_et_0p00To35p00.png,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/seeded/EB_R9_0p50to0p55/sig_bwDscb_bkg_Exponential/bin00_ph_sc_abseta_0p00To1p48_ph_sc_et_0p00To35p00.png
preBpix,seed,EB_R9_0p50to0p55,35.0,37.0,0.9045,0.0043,0,0,0.9028,0.0029,0,0,0.0017,0.004624,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/seeded/EB_R9_0p50to0p55/sig_bwDscb_bkg_RooCMSShape/bin01_ph_sc_abseta_0p00To1p48_ph_sc_et_35p00To37p00.png,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/seeded/EB_R9_0p50to0p55/sig_bwDscb_bkg_Exponential/bin01_ph_sc_abseta_0p00To1p48_ph_sc_et_35p00To37p00.png
preBpix,seed,EB_R9_0p50to0p55,37.0,40.0,0.9135,0.001,0,0,0.9135,0.0021,0,0,0.0,0.001,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/seeded/EB_R9_0p50to0p55/sig_bwDscb_bkg_RooCMSShape/bin02_ph_sc_abseta_0p00To1p48_ph_sc_et_37p00To40p00.png,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/seeded/EB_R9_0p50to0p55/sig_bwDscb_bkg_Exponential/bin02_ph_sc_abseta_0p00To1p48_ph_sc_et_37p00To40p00.png
preBpix,seed,EB_R9_0p50to0p55,40.0,45.0,0.9265,0.0015,0,0,0.9265,0.0004,0,4,0.0,0.0015,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/seeded/EB_R9_0p50to0p55/sig_bwDscb_bkg_RooCMSShape/bin03_ph_sc_abseta_0p00To1p48_ph_sc_et_40p00To45p00.png,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/seeded/EB_R9_0p50to0p55/sig_bwDscb_bkg_Exponential/bin03_ph_sc_abseta_0p00To1p48_ph_sc_et_40p00To45p00.png
preBpix,seed,EB_R9_0p50to0p55,45.0,50.0,0.9333,0.0026,0,4,0.9325,0.0021,0,4,0.0008,0.00272,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/seeded/EB_R9_0p50to0p55/sig_bwDscb_bkg_RooCMSShape/bin04_ph_sc_abseta_0p00To1p48_ph_sc_et_45p00To50p00.png,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/seeded/EB_R9_0p50to0p55/sig_bwDscb_bkg_Exponential/bin04_ph_sc_abseta_0p00To1p48_ph_sc_et_45p00To50p00.png
preBpix,seed,EB_R9_0p50to0p55,50.0,60.0,0.9338,0.0023,0,0,0.9314,0.0034,0,0,0.0024,0.003324,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/seeded/EB_R9_0p50to0p55/sig_bwDscb_bkg_RooCMSShape/bin05_ph_sc_abseta_0p00To1p48_ph_sc_et_50p00To60p00.png,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/seeded/EB_R9_0p50to0p55/sig_bwDscb_bkg_Exponential/bin05_ph_sc_abseta_0p00To1p48_ph_sc_et_50p00To60p00.png
preBpix,seed,EB_R9_0p50to0p55,60.0,70.0,0.9609,0.0046,0,0,0.9449,0.0138,0,0,0.016,0.016648,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/seeded/EB_R9_0p50to0p55/sig_bwDscb_bkg_RooCMSShape/bin06_ph_sc_abseta_0p00To1p48_ph_sc_et_60p00To70p00.png,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/seeded/EB_R9_0p50to0p55/sig_bwDscb_bkg_Exponential/bin06_ph_sc_abseta_0p00To1p48_ph_sc_et_60p00To70p00.png
preBpix,seed,EB_R9_0p50to0p55,70.0,90.0,0.9537,0.0127,4,0,0.9555,0.0134,0,0,0.0018,0.012827,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/seeded/EB_R9_0p50to0p55/sig_bwDscb_bkg_RooCMSShape/bin07_ph_sc_abseta_0p00To1p48_ph_sc_et_70p00To90p00.png,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/seeded/EB_R9_0p50to0p55/sig_bwDscb_bkg_Exponential/bin07_ph_sc_abseta_0p00To1p48_ph_sc_et_70p00To90p00.png
preBpix,seed,EB_R9_0p50to0p55,90.0,999999.0,0.9698,0.0475,0,0,0.9467,0.0199,0,0,0.0231,0.052819,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/seeded/EB_R9_0p50to0p55/sig_bwDscb_bkg_RooCMSShape/bin08_ph_sc_abseta_0p00To1p48_ph_sc_et_90p00To999999p00.png,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/seeded/EB_R9_0p50to0p55/sig_bwDscb_bkg_Exponential/bin08_ph_sc_abseta_0p00To1p48_ph_sc_et_90p00To999999p00.png
preBpix,seed,EB_R9_0p55to0p85,0.0,35.0,0.8769,0.0045,4,0,0.8655,0.0007,0,0,0.0114,0.012256,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/seeded/EB_R9_0p55to0p85/sig_bwDscb_bkg_RooCMSShape/bin00_ph_sc_abseta_0p00To1p48_ph_sc_et_0p00To35p00.png,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/seeded/EB_R9_0p55to0p85/sig_bwDscb_bkg_Exponential/bin00_ph_sc_abseta_0p00To1p48_ph_sc_et_0p00To35p00.png
preBpix,seed,EB_R9_0p55to0p85,35.0,37.0,0.9344,0.0007,0,0,0.9342,0.0006,4,0,0.0002,0.000728,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/seeded/EB_R9_0p55to0p85/sig_bwDscb_bkg_RooCMSShape/bin01_ph_sc_abseta_0p00To1p48_ph_sc_et_35p00To37p00.png,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/seeded/EB_R9_0p55to0p85/sig_bwDscb_bkg_Exponential/bin01_ph_sc_abseta_0p00To1p48_ph_sc_et_35p00To37p00.png
preBpix,seed,EB_R9_0p55to0p85,37.0,40.0,0.9442,0.0002,0,0,0.9442,0.0004,4,4,0.0,0.0002,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/seeded/EB_R9_0p55to0p85/sig_bwDscb_bkg_RooCMSShape/bin02_ph_sc_abseta_0p00To1p48_ph_sc_et_37p00To40p00.png,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/seeded/EB_R9_0p55to0p85/sig_bwDscb_bkg_Exponential/bin02_ph_sc_abseta_0p00To1p48_ph_sc_et_37p00To40p00.png
preBpix,seed,EB_R9_0p55to0p85,40.0,45.0,0.952,0.0001,0,0,0.952,0.0003,0,0,0.0,0.0001,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/seeded/EB_R9_0p55to0p85/sig_bwDscb_bkg_RooCMSShape/bin03_ph_sc_abseta_0p00To1p48_ph_sc_et_40p00To45p00.png,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/seeded/EB_R9_0p55to0p85/sig_bwDscb_bkg_Exponential/bin03_ph_sc_abseta_0p00To1p48_ph_sc_et_40p00To45p00.png
preBpix,seed,EB_R9_0p55to0p85,45.0,50.0,0.9539,0.0011,0,0,0.9537,0.0001,0,4,0.0002,0.001118,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/seeded/EB_R9_0p55to0p85/sig_bwDscb_bkg_RooCMSShape/bin04_ph_sc_abseta_0p00To1p48_ph_sc_et_45p00To50p00.png,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/seeded/EB_R9_0p55to0p85/sig_bwDscb_bkg_Exponential/bin04_ph_sc_abseta_0p00To1p48_ph_sc_et_45p00To50p00.png
preBpix,seed,EB_R9_0p55to0p85,50.0,60.0,0.9513,0.0012,4,4,0.9523,0.0008,4,0,0.001,0.001562,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/seeded/EB_R9_0p55to0p85/sig_bwDscb_bkg_RooCMSShape/bin05_ph_sc_abseta_0p00To1p48_ph_sc_et_50p00To60p00.png,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/seeded/EB_R9_0p55to0p85/sig_bwDscb_bkg_Exponential/bin05_ph_sc_abseta_0p00To1p48_ph_sc_et_50p00To60p00.png
preBpix,seed,EB_R9_0p55to0p85,60.0,70.0,0.9587,0.0052,0,0,0.9556,0.0034,0,0,0.0031,0.006054,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/seeded/EB_R9_0p55to0p85/sig_bwDscb_bkg_RooCMSShape/bin06_ph_sc_abseta_0p00To1p48_ph_sc_et_60p00To70p00.png,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/seeded/EB_R9_0p55to0p85/sig_bwDscb_bkg_Exponential/bin06_ph_sc_abseta_0p00To1p48_ph_sc_et_60p00To70p00.png
preBpix,seed,EB_R9_0p55to0p85,70.0,90.0,0.9671,0.0063,0,4,0.9669,0.0087,0,0,0.0002,0.006303,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/seeded/EB_R9_0p55to0p85/sig_bwDscb_bkg_RooCMSShape/bin07_ph_sc_abseta_0p00To1p48_ph_sc_et_70p00To90p00.png,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/seeded/EB_R9_0p55to0p85/sig_bwDscb_bkg_Exponential/bin07_ph_sc_abseta_0p00To1p48_ph_sc_et_70p00To90p00.png
preBpix,seed,EB_R9_0p55to0p85,90.0,999999.0,0.9772,0.0053,0,0,0.9745,0.0026,0,0,0.0027,0.005948,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/seeded/EB_R9_0p55to0p85/sig_bwDscb_bkg_RooCMSShape/bin08_ph_sc_abseta_0p00To1p48_ph_sc_et_90p00To999999p00.png,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/seeded/EB_R9_0p55to0p85/sig_bwDscb_bkg_Exponential/bin08_ph_sc_abseta_0p00To1p48_ph_sc_et_90p00To999999p00.png
preBpix,seed,EB_R9gt0p85,0.0,35.0,0.8755,0.0028,4,0,0.8644,0.0001,0,0,0.0111,0.011448,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/seeded/EB_R9gt0p85/sig_bwDscb_bkg_RooCMSShape/bin00_ph_sc_abseta_0p00To1p48_ph_sc_et_0p00To35p00.png,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/seeded/EB_R9gt0p85/sig_bwDscb_bkg_Exponential/bin00_ph_sc_abseta_0p00To1p48_ph_sc_et_0p00To35p00.png
preBpix,seed,EB_R9gt0p85,35.0,37.0,0.9164,0.0001,0,0,0.9164,0.0002,0,4,0.0,0.0001,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/seeded/EB_R9gt0p85/sig_bwDscb_bkg_RooCMSShape/bin01_ph_sc_abseta_0p00To1p48_ph_sc_et_35p00To37p00.png,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/seeded/EB_R9gt0p85/sig_bwDscb_bkg_Exponential/bin01_ph_sc_abseta_0p00To1p48_ph_sc_et_35p00To37p00.png
preBpix,seed,EB_R9gt0p85,37.0,40.0,0.9269,0.0003,0,0,0.9268,0.0003,0,4,0.0001,0.000316,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/seeded/EB_R9gt0p85/sig_bwDscb_bkg_RooCMSShape/bin02_ph_sc_abseta_0p00To1p48_ph_sc_et_37p00To40p00.png,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/seeded/EB_R9gt0p85/sig_bwDscb_bkg_Exponential/bin02_ph_sc_abseta_0p00To1p48_ph_sc_et_37p00To40p00.png
