era,trigger,eta_r9_bin,pt_lo,pt_hi,eff_cms,err_cms,status_pass_cms,status_fail_cms,eff_exp,err_exp,status_pass_exp,status_fail_exp,bkg_syst,total_unc,plot_cms,plot_exp
preBpix,seed,EB_R9gt0p85,40.0,45.0,0.9387,0.0002,0,0,0.9387,0.0002,0,0,0.0,0.0002,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/seeded/EB_R9gt0p85/sig_bwDscb_bkg_RooCMSShape/bin03_ph_sc_abseta_0p00To1p48_ph_sc_et_40p00To45p00.png,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/seeded/EB_R9gt0p85/sig_bwDscb_bkg_Exponential/bin03_ph_sc_abseta_0p00To1p48_ph_sc_et_40p00To45p00.png
preBpix,seed,EB_R9gt0p85,45.0,50.0,0.9446,0.0001,4,4,0.9446,0.0001,0,0,0.0,0.0001,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/seeded/EB_R9gt0p85/sig_bwDscb_bkg_RooCMSShape/bin04_ph_sc_abseta_0p00To1p48_ph_sc_et_45p00To50p00.png,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/seeded/EB_R9gt0p85/sig_bwDscb_bkg_Exponential/bin04_ph_sc_abseta_0p00To1p48_ph_sc_et_45p00To50p00.png
preBpix,seed,EB_R9gt0p85,50.0,60.0,0.9488,0.0017,0,4,0.9522,0.0003,4,4,0.0034,0.003801,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/seeded/EB_R9gt0p85/sig_bwDscb_bkg_RooCMSShape/bin05_ph_sc_abseta_0p00To1p48_ph_sc_et_50p00To60p00.png,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/seeded/EB_R9gt0p85/sig_bwDscb_bkg_Exponential/bin05_ph_sc_abseta_0p00To1p48_ph_sc_et_50p00To60p00.png
preBpix,seed,EB_R9gt0p85,60.0,70.0,0.954,0.0023,0,4,0.9566,0.0014,0,4,0.0026,0.003471,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/seeded/EB_R9gt0p85/sig_bwDscb_bkg_RooCMSShape/bin06_ph_sc_abseta_0p00To1p48_ph_sc_et_60p00To70p00.png,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/seeded/EB_R9gt0p85/sig_bwDscb_bkg_Exponential/bin06_ph_sc_abseta_0p00To1p48_ph_sc_et_60p00To70p00.png
preBpix,seed,EB_R9gt0p85,70.0,90.0,0.9729,0.0021,4,4,0.9701,0.0042,0,0,0.0028,0.0035,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/seeded/EB_R9gt0p85/sig_bwDscb_bkg_RooCMSShape/bin07_ph_sc_abseta_0p00To1p48_ph_sc_et_70p00To90p00.png,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/seeded/EB_R9gt0p85/sig_bwDscb_bkg_Exponential/bin07_ph_sc_abseta_0p00To1p48_ph_sc_et_70p00To90p00.png
preBpix,seed,EB_R9gt0p85,90.0,999999.0,0.9805,0.0008,4,4,0.9813,0.0009,0,4,0.0008,0.001131,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/seeded/EB_R9gt0p85/sig_bwDscb_bkg_RooCMSShape/bin08_ph_sc_abseta_0p00To1p48_ph_sc_et_90p00To999999p00.png,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/seeded/EB_R9gt0p85/sig_bwDscb_bkg_Exponential/bin08_ph_sc_abseta_0p00To1p48_ph_sc_et_90p00To999999p00.png
preBpix,seed,EE_R9_0p90to0p93,0.0,35.0,0.7975,0.0199,0,4,0.7777,0.002,0,0,0.0198,0.028072,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/seeded/EE_R9_0p90to0p93/sig_bwDscb_bkg_RooCMSShape/bin00_ph_sc_abseta_1p57To2p50_ph_sc_et_0p00To35p00.png,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/seeded/EE_R9_0p90to0p93/sig_bwDscb_bkg_Exponential/bin00_ph_sc_abseta_1p57To2p50_ph_sc_et_0p00To35p00.png
preBpix,seed,EE_R9_0p90to0p93,35.0,37.0,0.9164,0.0053,0,0,0.9118,0.0027,0,4,0.0046,0.007018,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/seeded/EE_R9_0p90to0p93/sig_bwDscb_bkg_RooCMSShape/bin01_ph_sc_abseta_1p57To2p50_ph_sc_et_35p00To37p00.png,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/seeded/EE_R9_0p90to0p93/sig_bwDscb_bkg_Exponential/bin01_ph_sc_abseta_1p57To2p50_ph_sc_et_35p00To37p00.png
preBpix,seed,EE_R9_0p90to0p93,37.0,40.0,0.9256,0.0009,0,4,0.9256,0.0012,4,4,0.0,0.0009,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/seeded/EE_R9_0p90to0p93/sig_bwDscb_bkg_RooCMSShape/bin02_ph_sc_abseta_1p57To2p50_ph_sc_et_37p00To40p00.png,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/seeded/EE_R9_0p90to0p93/sig_bwDscb_bkg_Exponential/bin02_ph_sc_abseta_1p57To2p50_ph_sc_et_37p00To40p00.png
preBpix,seed,EE_R9_0p90to0p93,40.0,45.0,0.9377,0.0013,4,0,0.9383,0.0009,4,4,0.0006,0.001432,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/seeded/EE_R9_0p90to0p93/sig_bwDscb_bkg_RooCMSShape/bin03_ph_sc_abseta_1p57To2p50_ph_sc_et_40p00To45p00.png,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/seeded/EE_R9_0p90to0p93/sig_bwDscb_bkg_Exponential/bin03_ph_sc_abseta_1p57To2p50_ph_sc_et_40p00To45p00.png
preBpix,seed,EE_R9_0p90to0p93,45.0,50.0,0.9491,0.0033,0,0,0.9485,0.0009,0,4,0.0006,0.003354,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/seeded/EE_R9_0p90to0p93/sig_bwDscb_bkg_RooCMSShape/bin04_ph_sc_abseta_1p57To2p50_ph_sc_et_45p00To50p00.png,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/seeded/EE_R9_0p90to0p93/sig_bwDscb_bkg_Exponential/bin04_ph_sc_abseta_1p57To2p50_ph_sc_et_45p00To50p00.png
preBpix,seed,EE_R9_0p90to0p93,50.0,60.0,0.9532,0.0036,0,0,0.9525,0.0023,0,0,0.0007,0.003667,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/seeded/EE_R9_0p90to0p93/sig_bwDscb_bkg_RooCMSShape/bin05_ph_sc_abseta_1p57To2p50_ph_sc_et_50p00To60p00.png,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/seeded/EE_R9_0p90to0p93/sig_bwDscb_bkg_Exponential/bin05_ph_sc_abseta_1p57To2p50_ph_sc_et_50p00To60p00.png
preBpix,seed,EE_R9_0p90to0p93,60.0,70.0,0.9633,0.0043,0,0,0.9644,0.005,0,0,0.0011,0.004438,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/seeded/EE_R9_0p90to0p93/sig_bwDscb_bkg_RooCMSShape/bin06_ph_sc_abseta_1p57To2p50_ph_sc_et_60p00To70p00.png,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/seeded/EE_R9_0p90to0p93/sig_bwDscb_bkg_Exponential/bin06_ph_sc_abseta_1p57To2p50_ph_sc_et_60p00To70p00.png
preBpix,seed,EE_R9_0p90to0p93,70.0,90.0,0.9712,0.0061,0,0,0.9712,0.0066,0,0,0.0,0.0061,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/seeded/EE_R9_0p90to0p93/sig_bwDscb_bkg_RooCMSShape/bin07_ph_sc_abseta_1p57To2p50_ph_sc_et_70p00To90p00.png,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/seeded/EE_R9_0p90to0p93/sig_bwDscb_bkg_Exponential/bin07_ph_sc_abseta_1p57To2p50_ph_sc_et_70p00To90p00.png
preBpix,seed,EE_R9_0p90to0p93,90.0,999999.0,0.9763,0.0256,0,4,0.976,0.0027,0,0,0.0003,0.025602,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/seeded/EE_R9_0p90to0p93/sig_bwDscb_bkg_RooCMSShape/bin08_ph_sc_abseta_1p57To2p50_ph_sc_et_90p00To999999p00.png,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/seeded/EE_R9_0p90to0p93/sig_bwDscb_bkg_Exponential/bin08_ph_sc_abseta_1p57To2p50_ph_sc_et_90p00To999999p00.png
preBpix,seed,EE_R9gt0p93,0.0,35.0,0.8524,0.0027,0,0,0.8278,0.0009,0,0,0.0246,0.024748,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/seeded/EE_R9gt0p93/sig_bwDscb_bkg_RooCMSShape/bin00_ph_sc_abseta_1p57To2p50_ph_sc_et_0p00To35p00.png,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/seeded/EE_R9gt0p93/sig_bwDscb_bkg_Exponential/bin00_ph_sc_abseta_1p57To2p50_ph_sc_et_0p00To35p00.png
preBpix,seed,EE_R9gt0p93,35.0,37.0,0.9426,0.0052,4,4,0.9402,0.0006,0,4,0.0024,0.005727,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/seeded/EE_R9gt0p93/sig_bwDscb_bkg_RooCMSShape/bin01_ph_sc_abseta_1p57To2p50_ph_sc_et_35p00To37p00.png,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/seeded/EE_R9gt0p93/sig_bwDscb_bkg_Exponential/bin01_ph_sc_abseta_1p57To2p50_ph_sc_et_35p00To37p00.png
preBpix,seed,EE_R9gt0p93,37.0,40.0,0.951,0.0005,0,0,0.9507,0.0004,4,4,0.0003,0.000583,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/seeded/EE_R9gt0p93/sig_bwDscb_bkg_RooCMSShape/bin02_ph_sc_abseta_1p57To2p50_ph_sc_et_37p00To40p00.png,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/seeded/EE_R9gt0p93/sig_bwDscb_bkg_Exponential/bin02_ph_sc_abseta_1p57To2p50_ph_sc_et_37p00To40p00.png
preBpix,seed,EE_R9gt0p93,40.0,45.0,0.9598,0.0005,4,0,0.9593,0.0003,4,0,0.0005,0.000707,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/seeded/EE_R9gt0p93/sig_bwDscb_bkg_RooCMSShape/bin03_ph_sc_abseta_1p57To2p50_ph_sc_et_40p00To45p00.png,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/seeded/EE_R9gt0p93/sig_bwDscb_bkg_Exponential/bin03_ph_sc_abseta_1p57To2p50_ph_sc_et_40p00To45p00.png
preBpix,seed,EE_R9gt0p93,45.0,50.0,0.9652,0.0011,0,0,0.9651,0.0004,4,0,0.0001,0.001105,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/seeded/EE_R9gt0p93/sig_bwDscb_bkg_RooCMSShape/bin04_ph_sc_abseta_1p57To2p50_ph_sc_et_45p00To50p00.png,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/seeded/EE_R9gt0p93/sig_bwDscb_bkg_Exponential/bin04_ph_sc_abseta_1p57To2p50_ph_sc_et_45p00To50p00.png
preBpix,seed,EE_R9gt0p93,50.0,60.0,0.9675,0.0009,0,0,0.9689,0.0008,4,0,0.0014,0.001664,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/seeded/EE_R9gt0p93/sig_bwDscb_bkg_RooCMSShape/bin05_ph_sc_abseta_1p57To2p50_ph_sc_et_50p00To60p00.png,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/seeded/EE_R9gt0p93/sig_bwDscb_bkg_Exponential/bin05_ph_sc_abseta_1p57To2p50_ph_sc_et_50p00To60p00.png
preBpix,seed,EE_R9gt0p93,60.0,70.0,0.9772,0.0021,0,0,0.9755,0.0024,0,0,0.0017,0.002702,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/seeded/EE_R9gt0p93/sig_bwDscb_bkg_RooCMSShape/bin06_ph_sc_abseta_1p57To2p50_ph_sc_et_60p00To70p00.png,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/seeded/EE_R9gt0p93/sig_bwDscb_bkg_Exponential/bin06_ph_sc_abseta_1p57To2p50_ph_sc_et_60p00To70p00.png
preBpix,seed,EE_R9gt0p93,70.0,90.0,0.9795,0.0015,4,4,0.9835,0.0024,0,0,0.004,0.004272,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/seeded/EE_R9gt0p93/sig_bwDscb_bkg_RooCMSShape/bin07_ph_sc_abseta_1p57To2p50_ph_sc_et_70p00To90p00.png,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/seeded/EE_R9gt0p93/sig_bwDscb_bkg_Exponential/bin07_ph_sc_abseta_1p57To2p50_ph_sc_et_70p00To90p00.png
preBpix,seed,EE_R9gt0p93,90.0,999999.0,0.989,0.0014,0,4,0.989,0.0015,0,0,0.0,0.0014,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/seeded/EE_R9gt0p93/sig_bwDscb_bkg_RooCMSShape/bin08_ph_sc_abseta_1p57To2p50_ph_sc_et_90p00To999999p00.png,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/seeded/EE_R9gt0p93/sig_bwDscb_bkg_Exponential/bin08_ph_sc_abseta_1p57To2p50_ph_sc_et_90p00To999999p00.png
preBpix,unseed,EB_R9_0p50to0p55,0.0,21.0,0.7761,0.0107,4,4,0.7961,0.0449,4,0,0.02,0.022682,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/unseeded/EB_R9_0p50to0p55/sig_bwDscb_bkg_RooCMSShape/bin00_ph_sc_abseta_0p00To1p48_ph_sc_et_0p00To21p00.png,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/unseeded/EB_R9_0p50to0p55/sig_bwDscb_bkg_Exponential/bin00_ph_sc_abseta_0p00To1p48_ph_sc_et_0p00To21p00.png
preBpix,unseed,EB_R9_0p50to0p55,21.0,25.0,0.8941,0.0225,4,0,0.8782,0.0117,0,4,0.0159,0.027551,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/unseeded/EB_R9_0p50to0p55/sig_bwDscb_bkg_RooCMSShape/bin01_ph_sc_abseta_0p00To1p48_ph_sc_et_21p00To25p00.png,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/unseeded/EB_R9_0p50to0p55/sig_bwDscb_bkg_Exponential/bin01_ph_sc_abseta_0p00To1p48_ph_sc_et_21p00To25p00.png
preBpix,unseed,EB_R9_0p50to0p55,25.0,28.0,0.9286,0.012,4,0,0.9119,0.0012,0,4,0.0167,0.020564,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/unseeded/EB_R9_0p50to0p55/sig_bwDscb_bkg_RooCMSShape/bin02_ph_sc_abseta_0p00To1p48_ph_sc_et_25p00To28p00.png,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/unseeded/EB_R9_0p50to0p55/sig_bwDscb_bkg_Exponential/bin02_ph_sc_abseta_0p00To1p48_ph_sc_et_25p00To28p00.png
preBpix,unseed,EB_R9_0p50to0p55,28.0,31.0,0.9449,0.0097,0,4,0.9163,0.0029,4,0,0.0286,0.0302,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/unseeded/EB_R9_0p50to0p55/sig_bwDscb_bkg_RooCMSShape/bin03_ph_sc_abseta_0p00To1p48_ph_sc_et_28p00To31p00.png,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/unseeded/EB_R9_0p50to0p55/sig_bwDscb_bkg_Exponential/bin03_ph_sc_abseta_0p00To1p48_ph_sc_et_28p00To31p00.png
preBpix,unseed,EB_R9_0p50to0p55,31.0,35.0,0.9423,0.0139,0,0,0.9355,0.0009,0,0,0.0068,0.015474,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/unseeded/EB_R9_0p50to0p55/sig_bwDscb_bkg_RooCMSShape/bin04_ph_sc_abseta_0p00To1p48_ph_sc_et_31p00To35p00.png,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/unseeded/EB_R9_0p50to0p55/sig_bwDscb_bkg_Exponential/bin04_ph_sc_abseta_0p00To1p48_ph_sc_et_31p00To35p00.png
preBpix,unseed,EB_R9_0p50to0p55,35.0,40.0,0.9467,0.0014,0,0,0.9464,0.001,0,0,0.0003,0.001432,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/unseeded/EB_R9_0p50to0p55/sig_bwDscb_bkg_RooCMSShape/bin05_ph_sc_abseta_0p00To1p48_ph_sc_et_35p00To40p00.png,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/unseeded/EB_R9_0p50to0p55/sig_bwDscb_bkg_Exponential/bin05_ph_sc_abseta_0p00To1p48_ph_sc_et_35p00To40p00.png
preBpix,unseed,EB_R9_0p50to0p55,40.0,45.0,0.9563,0.0013,0,0,0.9563,0.0013,0,0,0.0,0.0013,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/unseeded/EB_R9_0p50to0p55/sig_bwDscb_bkg_RooCMSShape/bin06_ph_sc_abseta_0p00To1p48_ph_sc_et_40p00To45p00.png,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/unseeded/EB_R9_0p50to0p55/sig_bwDscb_bkg_Exponential/bin06_ph_sc_abseta_0p00To1p48_ph_sc_et_40p00To45p00.png
preBpix,unseed,EB_R9_0p50to0p55,45.0,50.0,0.9623,0.0032,0,4,0.9617,0.0017,0,0,0.0006,0.003256,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/unseeded/EB_R9_0p50to0p55/sig_bwDscb_bkg_RooCMSShape/bin07_ph_sc_abseta_0p00To1p48_ph_sc_et_45p00To50p00.png,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/unseeded/EB_R9_0p50to0p55/sig_bwDscb_bkg_Exponential/bin07_ph_sc_abseta_0p00To1p48_ph_sc_et_45p00To50p00.png
preBpix,unseed,EB_R9_0p50to0p55,50.0,60.0,0.9561,0.0014,0,0,0.956,0.0023,0,0,0.0001,0.001404,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/unseeded/EB_R9_0p50to0p55/sig_bwDscb_bkg_RooCMSShape/bin08_ph_sc_abseta_0p00To1p48_ph_sc_et_50p00To60p00.png,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/unseeded/EB_R9_0p50to0p55/sig_bwDscb_bkg_Exponential/bin08_ph_sc_abseta_0p00To1p48_ph_sc_et_50p00To60p00.png
preBpix,unseed,EB_R9_0p50to0p55,60.0,70.0,0.983,0.0207,4,0,0.9632,0.0069,4,0,0.0198,0.028645,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/unseeded/EB_R9_0p50to0p55/sig_bwDscb_bkg_RooCMSShape/bin09_ph_sc_abseta_0p00To1p48_ph_sc_et_60p00To70p00.png,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/unseeded/EB_R9_0p50to0p55/sig_bwDscb_bkg_Exponential/bin09_ph_sc_abseta_0p00To1p48_ph_sc_et_60p00To70p00.png
preBpix,unseed,EB_R9_0p50to0p55,70.0,90.0,0.9565,0.0118,0,0,0.9574,0.0124,0,0,0.0009,0.011834,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/unseeded/EB_R9_0p50to0p55/sig_bwDscb_bkg_RooCMSShape/bin10_ph_sc_abseta_0p00To1p48_ph_sc_et_70p00To90p00.png,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/unseeded/EB_R9_0p50to0p55/sig_bwDscb_bkg_Exponential/bin10_ph_sc_abseta_0p00To1p48_ph_sc_et_70p00To90p00.png
preBpix,unseed,EB_R9_0p50to0p55,90.0,999999.0,0.9426,0.0179,0,0,0.9467,0.0193,0,4,0.0041,0.018364,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/unseeded/EB_R9_0p50to0p55/sig_bwDscb_bkg_RooCMSShape/bin11_ph_sc_abseta_0p00To1p48_ph_sc_et_90p00To999999p00.png,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/unseeded/EB_R9_0p50to0p55/sig_bwDscb_bkg_Exponential/bin11_ph_sc_abseta_0p00To1p48_ph_sc_et_90p00To999999p00.png
preBpix,unseed,EB_R9_0p55to0p85,0.0,21.0,0.839,0.0095,4,4,0.8434,0.0056,4,0,0.0044,0.010469,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/unseeded/EB_R9_0p55to0p85/sig_bwDscb_bkg_RooCMSShape/bin00_ph_sc_abseta_0p00To1p48_ph_sc_et_0p00To21p00.png,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/unseeded/EB_R9_0p55to0p85/sig_bwDscb_bkg_Exponential/bin00_ph_sc_abseta_0p00To1p48_ph_sc_et_0p00To21p00.png
preBpix,unseed,EB_R9_0p55to0p85,21.0,25.0,0.9274,0.0039,4,4,0.9266,0.0017,0,4,0.0008,0.003981,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/unseeded/EB_R9_0p55to0p85/sig_bwDscb_bkg_RooCMSShape/bin01_ph_sc_abseta_0p00To1p48_ph_sc_et_21p00To25p00.png,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/unseeded/EB_R9_0p55to0p85/sig_bwDscb_bkg_Exponential/bin01_ph_sc_abseta_0p00To1p48_ph_sc_et_21p00To25p00.png
preBpix,unseed,EB_R9_0p55to0p85,25.0,28.0,0.9574,0.0032,4,0,0.9426,0.0013,0,0,0.0148,0.015142,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/unseeded/EB_R9_0p55to0p85/sig_bwDscb_bkg_RooCMSShape/bin02_ph_sc_abseta_0p00To1p48_ph_sc_et_25p00To28p00.png,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/unseeded/EB_R9_0p55to0p85/sig_bwDscb_bkg_Exponential/bin02_ph_sc_abseta_0p00To1p48_ph_sc_et_25p00To28p00.png
preBpix,unseed,EB_R9_0p55to0p85,28.0,31.0,0.9674,0.0054,0,4,0.9518,0.0011,0,0,0.0156,0.016508,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/unseeded/EB_R9_0p55to0p85/sig_bwDscb_bkg_RooCMSShape/bin03_ph_sc_abseta_0p00To1p48_ph_sc_et_28p00To31p00.png,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/unseeded/EB_R9_0p55to0p85/sig_bwDscb_bkg_Exponential/bin03_ph_sc_abseta_0p00To1p48_ph_sc_et_28p00To31p00.png
preBpix,unseed,EB_R9_0p55to0p85,31.0,35.0,0.9607,0.0004,0,0,0.9606,0.0004,4,0,0.0001,0.000412,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/unseeded/EB_R9_0p55to0p85/sig_bwDscb_bkg_RooCMSShape/bin04_ph_sc_abseta_0p00To1p48_ph_sc_et_31p00To35p00.png,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/unseeded/EB_R9_0p55to0p85/sig_bwDscb_bkg_Exponential/bin04_ph_sc_abseta_0p00To1p48_ph_sc_et_31p00To35p00.png
preBpix,unseed,EB_R9_0p55to0p85,35.0,40.0,0.9699,0.0003,4,0,0.9706,0.0003,4,0,0.0007,0.000762,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/unseeded/EB_R9_0p55to0p85/sig_bwDscb_bkg_RooCMSShape/bin05_ph_sc_abseta_0p00To1p48_ph_sc_et_35p00To40p00.png,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/unseeded/EB_R9_0p55to0p85/sig_bwDscb_bkg_Exponential/bin05_ph_sc_abseta_0p00To1p48_ph_sc_et_35p00To40p00.png
preBpix,unseed,EB_R9_0p55to0p85,40.0,45.0,0.9764,0.0001,4,4,0.9763,0.0002,4,4,0.0001,0.000141,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/unseeded/EB_R9_0p55to0p85/sig_bwDscb_bkg_RooCMSShape/bin06_ph_sc_abseta_0p00To1p48_ph_sc_et_40p00To45p00.png,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/unseeded/EB_R9_0p55to0p85/sig_bwDscb_bkg_Exponential/bin06_ph_sc_abseta_0p00To1p48_ph_sc_et_40p00To45p00.png
preBpix,unseed,EB_R9_0p55to0p85,45.0,50.0,0.9768,0.0004,0,4,0.9766,0.0003,0,4,0.0002,0.000447,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/unseeded/EB_R9_0p55to0p85/sig_bwDscb_bkg_RooCMSShape/bin07_ph_sc_abseta_0p00To1p48_ph_sc_et_45p00To50p00.png,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/unseeded/EB_R9_0p55to0p85/sig_bwDscb_bkg_Exponential/bin07_ph_sc_abseta_0p00To1p48_ph_sc_et_45p00To50p00.png
